,Position,Athlete,NOC,Medal,Event,Sport,Sex,Birth,Height,Weight
16,=17,Emmanuel Lucenti,ARG,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,23 November 1984,180,81
17,=17,Eduardo Yudy Santos,BRA,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,25 October 1994,0,0
18,=17,Mohamed Abdelaal,EGY,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,23 July 1990,175,81
19,=17,Alexios Ntanatsidis,GRE,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,20 June 1993,0,0
20,=17,Didar Khamza,KAZ,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,15 February 1997,175,73
21,=17,Vladimir Zoloev,KGZ,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,4 August 1993,0,0
22,=17,Nacif Elias,LBN,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,29 September 1988,172,78
23,=17,Wesam Abu Rmilah,PLE,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,10 December 1995,0,0
24,=17,Anri Egutidze,POR,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,1 March 1996,174,80
25,=17,Adrián Gandía,PUR,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,19 December 1997,0,0
26,=17,Peniamina Percival,SAM,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,8 November 1994,0,0
27,=17,Akmal Murodov,TJK,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,14 January 1996,0,0
28,=17,Vedat Albayrak,TUR,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,4 June 1993,0,0
29,=17,Alain Aprahamian,URU,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,26 January 1988,0,0
30,=17,Hugo Cumbo,VAN,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,11 May 1996,0,0
31,=32,Housni Thaoubani,COM,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,15 June 1996,0,0
32,=32,Joshter Andrew,GUM,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,11 March 1998,0,0
33,=32,Attila Ungvári,HUN,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,25 October 1988,0,0
34,DNS,Frederick Harris,SLE,NA,"Half-Middleweight (≤81 kilograms), Men",JUD,Male,7 December 1984,0,0
0,1,Lasha Bekauri,GEO,Gold,"Middleweight (≤90 kilograms), Men",JUD,Male,26 July 2000,0,0
1,2,Eduard Trippel,GER,Silver,"Middleweight (≤90 kilograms), Men",JUD,Male,26 March 1997,0,0
2,=3,Davlat Bobonov,UZB,Bronze,"Middleweight (≤90 kilograms), Men",JUD,Male,7 June 1997,0,0
3,=3,Krisztián Tóth,HUN,Bronze,"Middleweight (≤90 kilograms), Men",JUD,Male,1 May 1994,174,93
4,=5,Mihael Žgank,TUR,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,1 February 1994,181,90
5,=5,Mikhail Igolnikov,ROC,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,15 October 1996,0,0
6,=7,Nikoloz Sherazadishvili,ESP,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,19 February 1996,0,0
7,=7,Noël van 't End,NED,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,15 June 1991,185,93
8,=9,Məmmədəli Mehdiyev,AZE,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,9 April 1993,188,90
9,=9,Axel Clerget,FRA,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,28 February 1987,0,0
10,=9,Li Kochman,ISR,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,18 April 1995,0,0
11,=9,Shoichiro Mukai,JPN,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,10 February 1996,0,0
12,=9,Gwak Dong-Han,KOR,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,20 April 1992,183,90
13,=9,Marcus Nyman,SWE,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,14 August 1990,189,90
14,=9,Quedjau Nhabali,UKR,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,8 July 1990,187,90
15,=9,Colton Brown,USA,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,8 October 1991,183,91
16,=17,Celtus Dossou Yovo,BEN,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,1 April 1986,175,89
17,=17,Iván Silva,CUB,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,8 February 1996,180,81
18,=17,David Klammert,CZE,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,9 April 1994,0,0
19,=17,Robert Florentino,DOM,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,14 June 1997,0,0
20,=17,Popole Misenga,EOR,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,25 February 1992,180,90
21,=17,Kwadjo Anani,GHA,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,13 December 1999,0,0
22,=17,Nicholas Mungai,ITA,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,4 July 1993,0,0
23,=17,Islam Bozbayev,KAZ,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,11 June 1991,182,81
24,=17,Raphael Schwendinger,LIE,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,1 January 1998,0,0
25,=17,Gantulga Altanbagana,MGL,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,21 June 1995,0,0
26,=17,Rémi Feuillet,MRI,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,22 December 1992,0,0
27,=17,Piotr Kuczera,POL,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,25 February 1995,0,0
28,=17,Nantenaina Finesse,SEY,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,4 January 1996,0,0
29,=17,Paolo Persoglia,SMR,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,28 April 1994,0,0
30,=17,Nemanja Majdov,SRB,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,10 August 1996,0,0
31,=17,Komronshokh Ustopiriyon,TJK,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,7 January 1993,182,90
32,33,Rafael Macedo,BRA,NA,"Middleweight (≤90 kilograms), Men",JUD,Male,15 August 1994,0,0
0,1,Aaron Wolf,JPN,Gold,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,25 February 1996,0,0
1,2,Jo Gu-Ham,KOR,Silver,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,30 July 1992,178,100
2,=3,Jorge Fonseca,POR,Bronze,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,30 October 1992,174,100
3,=3,Niyaz Ilyasov,ROC,Bronze,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,10 August 1995,0,0
4,=5,Shady El Nahas,CAN,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,27 March 1998,0,0
5,=5,Varlam Lip'art'eliani,GEO,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,27 February 1989,187,94
6,=7,Peter Paltchik,ISR,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,4 January 1992,0,0
7,=7,Karl-Richard Frey,GER,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,11 July 1991,188,103
8,=9,Zelym Kotsoiev,AZE,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,9 August 1998,0,0
9,=9,Toma Nikiforov,BEL,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,25 January 1993,190,100
10,=9,Ramadan Darwish,EGY,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,29 January 1988,188,100
11,=9,Miklós Cirjenics,HUN,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,11 March 1990,190,104
12,=9,Lkhagvasürengiin Otgonbaatar,MGL,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,20 January 1993,182,94
13,=9,Michael Korrel,NED,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,27 February 1994,0,0
14,=9,Aleksandar Kukolj,SRB,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,9 September 1991,194,94
15,=9,Mukhammadkarim Khurramov,UZB,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,4 April 1997,0,0
16,=17,Mikita Sviryd,BLR,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,25 June 1996,0,0
17,=17,Rafael Buzacarini,BRA,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,6 October 1991,183,100
18,=17,Grigori Minaškin,EST,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,1 February 1991,177,99
19,=17,Tevita Takayawa,FIJ,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,18 May 1996,0,0
20,=17,Alexandre Iddir,FRA,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,21 February 1991,184,90
21,=17,Benjamin Fletcher,IRL,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,13 March 1992,185,100
22,=17,Shah Hussain Shah,PAK,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,8 June 1993,190,100
23,=17,Ivan Remarenco,UAE,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,7 August 1988,186,100
24,DNS,Jevgēņijs Borodavko,LAT,NA,"Half-Heavyweight (≤100 kilograms), Men",JUD,Male,4 November 1986,190,100
0,1,Lukáš Krpálek,CZE,Gold,"Heavyweight (>100 kilograms), Men",JUD,Male,15 November 1990,197,105
1,2,Guram Tushishvili,GEO,Silver,"Heavyweight (>100 kilograms), Men",JUD,Male,5 February 1995,0,0
2,=3,Teddy Riner,FRA,Bronze,"Heavyweight (>100 kilograms), Men",JUD,Male,7 April 1989,203,139
3,=3,Tamerlan Bashayev,ROC,Bronze,"Heavyweight (>100 kilograms), Men",JUD,Male,22 April 1996,0,0
4,=5,Hisayoshi Harasawa,JPN,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,3 July 1992,191,125
5,=5,Yakiv Khammo,UKR,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,11 June 1994,188,
6,=7,Rafael Silva,BRA,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,11 May 1987,203,155-160
7,=7,Bekmurod Oltiboev,UZB,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,17 June 1996,0,0
8,=9,Uşangi Kokauri,AZE,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,10 January 1992,195,135
9,=9,Javad Mahjoub,EOR,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,26 May 1991,186,100
10,=9,Or Sasson,ISR,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,18 August 1990,193,120
11,=9,Kim Min-Jong,KOR,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,1 September 2000,0,0
12,=9,Henk Grol,NED,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,14 April 1985,190,100
13,=9,Vlăduț Simionescu,ROU,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,30 April 1990,188,135
14,=9,Mbagnick Ndiaye,SEN,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,5 November 1993,0,0
15,=9,Temur Rakhimov,TJK,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,8 July 1997,0,0
16,=17,Stephan Hegyi,AUT,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,25 July 1998,0,0
17,=17,Andy Granda,CUB,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,4 February 1992,0,0
18,=17,Johannes Frey,GER,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,12 November 1996,0,0
19,=17,Ali Omar,LBA,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,13 April 1994,0,0
20,=17,Ulziibayar Duurenbayar,MGL,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,31 January 1994,0,0
21,=17,Maciej Sarnacki,POL,NA,"Heavyweight (>100 kilograms), Men",JUD,Male,10 February 1987,200,130
0,1,Distria Krasniqi,KOS,Gold,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,10 December 1995,0,0
1,2,Funa Tonaki,JPN,Silver,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1 August 1995,0,0
2,=3,Dariya Bilodid,UKR,Bronze,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,10 October 2000,0,0
3,=3,Mönkhbatyn Urantsetseg,MGL,Bronze,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,14 March 1990,164,51
4,=5,Shira Rishony,ISR,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,21 February 1991,150,48
5,=5,Catarina Costa,POR,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,21 September 1996,154,48
6,=7,Lin Chen-Hao,TPE,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,26 October 1997,0,0
7,=7,Paula Pareto,ARG,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,16 January 1986,150,48
8,=9,Gabriela Chibana,BRA,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,7 August 1993,0,0
9,=9,Mary Dee Vargas,CHI,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,7 December 1996,0,0
10,=9,Li Yanan,CHN,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,27 April 1994,0,0
11,=9,Julia Figueroa,ESP,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,7 April 1991,150,48
12,=9,Éva Csernoviczki,HUN,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,16 October 1986,160,51
13,=9,Irina Dolgova,ROC,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,26 September 1995,153,48
14,=9,Maruša Štangar,SLO,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,31 January 1998,0,0
15,=9,Milića Nikolić,SRB,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,7 November 1994,0,0
16,=17,Aisha Gurbanli,AZE,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,28 May 1993,0,0
17,=17,Luz Álvarez,COL,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,20 February 1987,0,0
18,=17,Shirine Boukli,FRA,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,24 January 1999,0,0
19,=17,Katharina Menz,GER,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,8 October 1990,0,0
20,=17,Shushila Devi Likmabam,IND,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1 February 1995,0,0
21,=17,Francesca Milani,ITA,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,25 September 1993,0,0
22,=17,Otgontsetseg Galbadrakhyn,KAZ,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,25 January 1992,170,63
23,=17,Kang Yu-Jeong,KOR,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,2 August 1996,0,0
24,=17,Harriet Bonface,MAW,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,26 January 1993,0,0
25,=17,Soniya Bhatta,NEP,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,4 January 2002,153,
26,=17,Geronay Whitebooi,RSA,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,2 January 1996,0,0
27,=17,Gulkader Şentürk,TUR,NA,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,8 January 1996,0,0
0,1,Uta Abe,JPN,Gold,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,14 July 2000,0,0
1,2,Amandine Buchard,FRA,Silver,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,12 July 1995,0,0
2,=3,Odette Giuffrida,ITA,Bronze,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,12 October 1994,160,52
3,=3,Chelsie Giles,GBR,Bronze,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,25 January 1997,0,0
4,=5,Réka Pupp,HUN,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,4 July 1996,0,0
5,=5,Fabienne Kocher,SUI,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,13 June 1993,0,0
6,=7,Park Dae-Sol,KOR,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,21 January 1996,0,0
7,=7,Charline Van Snick,BEL,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,2 September 1990,157,48
8,=9,Larissa Pimenta,BRA,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1 March 1999,0,0
9,=9,Tetiana Levytska-Shukvani,GEO,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,7 April 1990,0,0
10,=9,Gili Cohen,ISR,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,19 June 1991,160,52
11,=9,Soumiya Iraoui,MAR,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,19 March 1996,0,0
12,=9,Lkhagvasuren Sosorbaram,MGL,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,22 March 2001,157,
13,=9,Nataliya Kuzyutina,ROC,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,8 May 1989,160,52
14,=9,Andreea Chițu,ROU,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,7 May 1988,157,52
15,=9,Angelica Delgado,USA,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,14 December 1990,160,52
16,=17,Ecaterina Guica,CAN,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,9 October 1993,165,52
17,=17,Ana Pérez,ESP,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,29 December 1995,0,0
18,=17,Taciana Cesar,GBS,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,12 December 1988,0,0
19,=17,Sabiana Anestor,HAI,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,31 March 1994,0,0
20,=17,Majlinda Kelmendi,KOS,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,9 May 1991,162,52
21,=17,Arbresha Rexhepi,MKD,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,31 October 2000,0,0
22,=17,Kristine Jiménez,PAN,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,19 September 1995,0,0
23,=17,Agata Perenc,POL,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,19 March 1990,0,0
24,=17,Joana Ramos,POR,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,16 January 1982,159,51
25,=17,Kachakorn Warasiha,THA,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,27 June 1994,0,0
26,=17,Gülbadam Babamyradowa,TKM,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,24 August 1991,156,52
27,=17,Diyora Keldiyorova,UZB,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,13 July 1998,0,0
28,=17,Nguyễn Thị Thanh Thủy,VIE,NA,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,24 November 1993,0,0
0,1,Nora Gjakova,KOS,Gold,"Lightweight (≤57 kilograms), Women",JUD,Female,17 August 1992,165,57
1,2,Sarah-Léonie Cysique,FRA,Silver,"Lightweight (≤57 kilograms), Women",JUD,Female,6 July 1998,0,0
2,=3,Tsukasa Yoshida,JPN,Bronze,"Lightweight (≤57 kilograms), Women",JUD,Female,5 October 1995,0,0
3,=3,Jessica Klimkait,CAN,Bronze,"Lightweight (≤57 kilograms), Women",JUD,Female,31 December 1996,165,57
4,=5,Eteri Liparteliani,GEO,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,23 September 1999,0,0
5,=5,Kaja Kajzer,SLO,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,31 January 2000,0,0
6,=7,Julia Kowalczyk,POL,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,30 September 1997,0,0
7,=7,Timna Nelson Levy,ISR,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,7 July 1994,0,0
8,=9,Ivelina Ilieva,BUL,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,16 August 1991,0,0
9,=9,Lu Tongjuan,CHN,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,10 March 1990,0,0
10,=9,Theresa Stoll,GER,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,21 November 1995,0,0
11,=9,Kim Ji-Su,KOR,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,12 December 2000,0,0
12,=9,Sanne Verhagen,NED,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,24 August 1992,153,57
13,=9,Telma Monteiro,POR,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,27 December 1985,163,57
14,=9,Marića Perišić,SRB,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,25 January 2000,0,0
15,=9,Lien Chen-Ling,TPE,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,31 January 1988,168,57
16,=17,Diassonema Mucungui,ANG,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,6 June 1996,0,0
17,=17,Sabrina Filzmoser,AUT,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,12 June 1980,173,57
18,=17,Zouleiha Abzetta Dabonne,CIV,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,15 December 1992,175,57
19,=17,Sanda Al-Dass,EOR,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,26 June 1990,0,0
20,=17,Hedvig Karakas,HUN,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,21 February 1990,167,61
21,=17,Dorjsurengiin Sumiya,MGL,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,11 March 1991,160,59
22,=17,Miryam Roper,PAN,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,26 June 1982,165,59
23,=17,Darya Mezhetskaya,ROC,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,24 June 1994,0,0
24,=17,Ghofran Khelifi,TUN,NA,"Lightweight (≤57 kilograms), Women",JUD,Female,9 July 1998,0,0
0,1,Clarisse Agbegnenou,FRA,Gold,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,25 October 1992,164,66
1,2,Tina Trstenjak,SLO,Silver,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,24 August 1990,162,65
2,=3,Maria Centracchio,ITA,Bronze,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,28 September 1994,0,0
3,=3,Catherine Beauchemin-Pinard,CAN,Bronze,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,26 June 1994,161,57
4,=5,Juul Franssen,NED,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,18 January 1990,0,0
5,=5,Anriquelis Barrios,VEN,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,20 August 1993,0,0
6,=7,Ketleyn Quadros,BRA,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1 October 1987,164,57
7,=7,Agata Ozdoba-Blach,POL,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,25 February 1988,0,0
8,=9,Katharina Haecker,AUS,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,31 July 1992,172,63
9,=9,Magdalena Krssakova,AUT,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,3 March 1994,0,0
10,=9,Sandrine Billiet,CPV,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,16 February 1990,0,0
11,=9,Maylín del Toro,CUB,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,22 October 1994,0,0
12,=9,Cristina Cabana,ESP,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,6 May 1993,0,0
13,=9,Szofi Özbas,HUN,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,19 October 2001,163,
14,=9,Miku Tashiro,JPN,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,7 April 1994,163,63
15,=9,Bold Gankhaich,MGL,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,21 February 1995,0,0
16,=17,Yang Junxia,CHN,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,2 May 1989,169,63
17,=17,Laerke Olsen,DEN,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,21 June 1998,0,0
18,=17,Estefanía García,ECU,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,13 May 1988,165,63
19,=17,Muna Dahouk,EOR,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,27 August 1995,0,0
20,=17,Lucy Renshall,GBR,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,11 December 1995,0,0
21,=17,Martyna Trajdos,GER,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,5 April 1989,171,66
22,=17,Gili Sharir,ISR,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,22 November 1999,0,0
23,=17,Han Hui-Ju,KOR,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,2 September 1997,0,0
24,=17,Damiella Nomenjanahary,MAD,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,22 June 1997,0,0
25,=17,Prisca Awiti,MEX,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,20 February 1996,0,0
26,=17,Kiyomi Watanabe,PHI,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,25 August 1996,0,0
27,=17,Darya Davydova,ROC,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,21 March 1991,0,0
28,=17,Anja Obradović,SRB,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,24 January 2000,0,0
29,=17,Farangiz Khojieva,UZB,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1 September 2001,0,0
30,DNS,Cergia David,HON,NA,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,17 September 1990,0,0
0,1,Chizuru Arai,JPN,Gold,"Middleweight (≤70 kilograms), Women",JUD,Female,1 November 1993,0,0
1,2,Michaela Polleres,AUT,Silver,"Middleweight (≤70 kilograms), Women",JUD,Female,15 July 1997,0,0
2,=3,Madina Taymazova,ROC,Bronze,"Middleweight (≤70 kilograms), Women",JUD,Female,30 June 1999,0,0
3,=3,Sanne van Dijke,NED,Bronze,"Middleweight (≤70 kilograms), Women",JUD,Female,21 July 1995,0,0
4,=5,Barbara Matić,CRO,NA,"Middleweight (≤70 kilograms), Women",JUD,Female,3 December 1994,171,70
5,=5,Giovanna Scoccimarro,GER,NA,"Middleweight (≤70 kilograms), Women",JUD,Female,10 November 1997,0,0
6,=7,Alice Bellandi,ITA,NA,"Middleweight (≤70 kilograms), Women",JUD,Female,20 November 1998,0,0
7,=7,Elisavet Teltsidou,GRE,NA,"Middleweight (≤70 kilograms), Women",JUD,Female,8 November 1995,0,0
8,=9,Aoife Coughlan,AUS,NA,"Middleweight (≤70 kilograms), Women",JUD,Female,13 October 1995,0,0
