,Position,Athlete,NOC,Medal,Event,Sport,Sex,Birth,Height,Weight,Age
3258,=5,Dilara Bozan,TUR,,"Kata, Women",KTE,Female,1997-03-28,0,0,24
3259,=5,Sakura Kokumai,USA,,"Kata, Women",KTE,Female,1992-10-02,152,,28
3260,=7,Alexandra Feracci,FRA,,"Kata, Women",KTE,Female,1992-10-10,0,0,28
3261,=7,Jasmin Jüttner,GER,,"Kata, Women",KTE,Female,1993-05-22,0,0,28
3262,=9,Puliksenija Jovanoska,MKD,,"Kata, Women",KTE,Female,1993-07-11,0,0,28
3263,=9,Andrea Anacan,NZL,,"Kata, Women",KTE,Female,1990-11-24,0,0,30
3264,1,Ivet Goranova,BUL,Gold,"Kumite, ≤55 kg, Women",KTE,Female,2000-03-06,0,0,21
3265,2,Anzhelika Terliuha,UKR,Silver,"Kumite, ≤55 kg, Women",KTE,Female,1992-03-27,0,0,29
3266,=3,Bettina Plank,AUT,Bronze,"Kumite, ≤55 kg, Women",KTE,Female,1992-02-24,0,0,29
3267,=3,Wen Tzu-Yun,TPE,Bronze,"Kumite, ≤55 kg, Women",KTE,Female,1993-09-29,0,0,27
3268,=5,Sara Bahmanyar,IRI,,"Kumite, ≤55 kg, Women",KTE,Female,1999-03-21,0,0,22
3269,=5,Miho Miyahara,JPN,,"Kumite, ≤55 kg, Women",KTE,Female,1996-09-03,0,0,24
3270,=7,Serap Özçelik,TUR,,"Kumite, ≤55 kg, Women",KTE,Female,1988-02-18,0,0,33
3271,=7,Moldir Zhangbyrbay,KAZ,,"Kumite, ≤55 kg, Women",KTE,Female,1997-05-18,0,0,24
3272,9,Radwa Sayed,EGY,,"Kumite, ≤55 kg, Women",KTE,Female,1997-05-30,0,0,24
3273,1,Jovana Preković,SRB,Gold,"Kumite, ≤61 kg, Women",KTE,Female,1996-01-20,0,0,25
3274,2,Yin Xiaoyan,CHN,Silver,"Kumite, ≤61 kg, Women",KTE,Female,1993-08-28,0,0,27
3275,=3,Merve Çoban,TUR,Bronze,"Kumite, ≤61 kg, Women",KTE,Female,1993-01-25,0,0,28
3276,=3,Giana Lotfy,EGY,Bronze,"Kumite, ≤61 kg, Women",KTE,Female,1994-12-10,0,0,26
3277,=5,Anita Serohina,UKR,,"Kumite, ≤61 kg, Women",KTE,Female,1990-01-16,0,0,31
3278,=5,Claudymar Garces,VEN,,"Kumite, ≤61 kg, Women",KTE,Female,1998-10-02,0,0,22
3279,=7,Alexandra Vanessa Grande ,PER,,"Kumite, ≤61 kg, Women",KTE,Female,1990-02-05,0,0,31
3280,=7,Mayumi Someya,JPN,,"Kumite, ≤61 kg, Women",KTE,Female,1993-05-30,0,0,28
3281,=9,Btissam Sadini,MAR,,"Kumite, ≤61 kg, Women",KTE,Female,1998-02-09,0,0,23
3282,=9,Leila Heurtault,FRA,,"Kumite, ≤61 kg, Women",KTE,Female,1995-01-04,0,0,26
3283,1,Feryal Ashraf,EGY,Gold,"Kumite, >61 kg, Women",KTE,Female,1999-02-16,0,0,22
3284,2,Iryna Zaretska,AZE,Silver,"Kumite, >61 kg, Women",KTE,Female,1996-03-04,0,0,25
3285,=3,Sofya Berultseva,KAZ,Bronze,"Kumite, >61 kg, Women",KTE,Female,2000-11-06,0,0,20
3286,=3,Gong Li,CHN,Bronze,"Kumite, >61 kg, Women",KTE,Female,1999-08-16,0,0,21
3287,=5,Elena Quirici,SUI,,"Kumite, >61 kg, Women",KTE,Female,1994-02-16,0,0,27
3288,=5,Silvia Semeraro,ITA,,"Kumite, >61 kg, Women",KTE,Female,1996-05-02,0,0,25
3289,=7,Hamideh Abbasali,IRI,,"Kumite, >61 kg, Women",KTE,Female,1990-03-14,0,0,31
3290,=7,Ayumi Uekusa,JPN,,"Kumite, >61 kg, Women",KTE,Female,1992-07-25,0,0,29
3291,=9,Lamya Matoub,ALG,,"Kumite, >61 kg, Women",KTE,Female,1992-01-18,0,0,29
3292,=9,Meltem Hocaoğlu Akyol,TUR,,"Kumite, >61 kg, Women",KTE,Female,1992-01-15,0,0,29
3293,1,Florian Wellbrock,GER,Gold,"10 kilometres Open Water, Men",OWS,Male,1997-08-19,185,70,23
3294,2,Kristóf Rasovszky,HUN,Silver,"10 kilometres Open Water, Men",OWS,Male,1997-03-27,190,84,24
3295,3,Gregorio Paltrinieri,ITA,Bronze,"10 kilometres Open Water, Men",OWS,Male,1994-09-05,191,72,26
3296,4,Matan Roditi,ISR,,"10 kilometres Open Water, Men",OWS,Male,1998-10-06,0,0,22
3297,5,Athanasios Kynigakis,GRE,,"10 kilometres Open Water, Men",OWS,Male,1998-08-21,0,0,22
3298,6,Marc-Antoine Olivier,FRA,,"10 kilometres Open Water, Men",OWS,Male,1996-06-18,183,64,25
3299,7,Ferry Weertman,NED,,"10 kilometres Open Water, Men",OWS,Male,1992-06-27,189,86,29
3300,8,Michael McGlynn,RSA,,"10 kilometres Open Water, Men",OWS,Male,2000-02-01,0,0,21
3301,9,Hau-Li Fan,CAN,,"10 kilometres Open Water, Men",OWS,Male,1997-09-08,0,0,23
3302,10,Jordan Wilimovsky,USA,,"10 kilometres Open Water, Men",OWS,Male,1994-04-22,175,68,27
3303,11,Rob Muffels,GER,,"10 kilometres Open Water, Men",OWS,Male,1994-12-08,0,0,26
3304,12,Kai Edwards,AUS,,"10 kilometres Open Water, Men",OWS,Male,1998-09-13,0,0,22
3305,13,Taishin Minamide,JPN,,"10 kilometres Open Water, Men",OWS,Male,1996-04-13,0,0,25
3306,14,Mario Sanzullo,ITA,,"10 kilometres Open Water, Men",OWS,Male,1993-06-05,0,0,28
3307,15,David Farinango,ECU,,"10 kilometres Open Water, Men",OWS,Male,2000-10-20,0,0,20
3308,16,Phillip Seidler,NAM,,"10 kilometres Open Water, Men",OWS,Male,1998-03-25,0,0,23
3309,17,Daniel Delgadillo,MEX,,"10 kilometres Open Water, Men",OWS,Male,1989-09-27,0,0,31
3310,18,Alberto Martínez,ESP,,"10 kilometres Open Water, Men",OWS,Male,1998-06-27,0,0,23
3311,19,Kirill Abrosimov,ROC,,"10 kilometres Open Water, Men",OWS,Male,1991-11-22,0,0,29
3312,20,Oussama Mellouli,TUN,,"10 kilometres Open Water, Men",OWS,Male,1984-02-16,192,84,37
3313,21,Vitaly Khudyakov,KAZ,,"10 kilometres Open Water, Men",OWS,Male,1994-08-07,186,83,26
3314,22,William Yan Thorley,HKG,,"10 kilometres Open Water, Men",OWS,Male,2002-09-03,0,0,18
3315,23,Tiago Campos,POR,,"10 kilometres Open Water, Men",OWS,Male,1999-03-16,180,80,22
3316,24,Matej Kozubek,CZE,,"10 kilometres Open Water, Men",OWS,Male,1996-05-11,0,0,25
3317,AC,Hector Pardoe,GBR,,"10 kilometres Open Water, Men",OWS,Male,2001-03-29,0,0,20
3318,AC,David Aubry,FRA,,"10 kilometres Open Water, Men",OWS,Male,1996-11-08,0,0,24
3319,1,Ana Marcela Cunha,BRA,Gold,"10 kilometres Open Water, Women",OWS,Female,1992-03-23,165,66,29
3320,2,Sharon van Rouwendaal,NED,Silver,"10 kilometres Open Water, Women",OWS,Female,1993-09-09,173,65,27
3321,3,Kareena Lee,AUS,Bronze,"10 kilometres Open Water, Women",OWS,Female,1993-12-16,0,0,27
3322,4,Anna Olasz,HUN,,"10 kilometres Open Water, Women",OWS,Female,1993-09-19,163,55,27
3323,5,Leonie Beck,GER,,"10 kilometres Open Water, Women",OWS,Female,1997-05-27,184,62,24
3324,6,Haley Anderson,USA,,"10 kilometres Open Water, Women",OWS,Female,1991-11-20,178,68,29
3325,7,Ashley Twichell,USA,,"10 kilometres Open Water, Women",OWS,Female,1989-06-16,0,0,32
3326,8,Xin Xin,CHN,,"10 kilometres Open Water, Women",OWS,Female,1996-11-06,169,61,24
3327,9,Lara Grangeon de Villèle,FRA,,"10 kilometres Open Water, Women",OWS,Female,1991-09-21,173,60,29
3328,10,Finnia Wunram,GER,,"10 kilometres Open Water, Women",OWS,Female,1995-12-18,0,0,25
3329,11,Samantha Arévalo,ECU,,"10 kilometres Open Water, Women",OWS,Female,1994-09-30,171,60,26
3330,12,Cecilia Biagioli,ARG,,"10 kilometres Open Water, Women",OWS,Female,1985-01-03,168,54,36
3331,13,Yumi Kida,JPN,,"10 kilometres Open Water, Women",OWS,Female,1985-06-30,160,55,36
3332,14,Rachele Bruni,ITA,,"10 kilometres Open Water, Women",OWS,Female,1990-11-04,170,59,30
3333,15,Anastasiya Kirpichnikova,ROC,,"10 kilometres Open Water, Women",OWS,Female,2000-06-24,0,0,21
3334,16,Paula Ruiz,ESP,,"10 kilometres Open Water, Women",OWS,Female,1999-02-16,0,0,22
3335,17,Angélica André,POR,,"10 kilometres Open Water, Women",OWS,Female,1994-10-13,164,58,26
3336,18,Kate Sanderson,CAN,,"10 kilometres Open Water, Women",OWS,Female,2000-03-01,0,0,21
3337,19,Alice Dearing,GBR,,"10 kilometres Open Water, Women",OWS,Female,1997-04-23,0,0,24
3338,20,Paola Pérez,VEN,,"10 kilometres Open Water, Women",OWS,Female,1991-04-05,162,54,30
3339,21,Michelle Weber,RSA,,"10 kilometres Open Water, Women",OWS,Female,1996-09-28,166,63,24
3340,22,Krystyna Panchishko,UKR,,"10 kilometres Open Water, Women",OWS,Female,1998-06-03,0,0,23
3341,23,Chantal Liew,SGP,,"10 kilometres Open Water, Women",OWS,Female,1998-08-09,0,0,22
3342,24,Špela Perše,SLO,,"10 kilometres Open Water, Women",OWS,Female,1996-08-04,158,50,24
3343,25,Souad Cherouati,ALG,,"10 kilometres Open Water, Women",OWS,Female,1989-02-10,0,0,32
3344,1,Joe Choong,GBR,Gold,"Individual, Men",MOP,Male,1995-05-23,186,78,26
3345,2,Ahmed El-Gendy,EGY,Silver,"Individual, Men",MOP,Male,2000-03-01,0,0,21
3346,3,Jeon Ung-Tae,KOR,Bronze,"Individual, Men",MOP,Male,1995-08-01,175,66,25
3347,4,Jeong Jin-Hwa,KOR,,"Individual, Men",MOP,Male,1989-05-25,183,75,32
3348,5,Martin Vlach,CZE,,"Individual, Men",MOP,Male,1997-05-02,0,0,24
3349,6,Ádám Marosi,HUN,,"Individual, Men",MOP,Male,1984-07-26,181,75,37
3350,7,Valentin Prades,FRA,,"Individual, Men",MOP,Male,1992-09-26,194,90,28
3351,8,Jan Kuf,CZE,,"Individual, Men",MOP,Male,1991-05-11,186,78,30
3352,9,Jamie Cooke,GBR,,"Individual, Men",MOP,Male,1991-03-03,185,74,30
3353,10,Aleksandr Lifanov,ROC,,"Individual, Men",MOP,Male,1996-04-15,0,0,25
3354,11,Valentin Belaud,FRA,,"Individual, Men",MOP,Male,1992-09-16,181,73,28
3355,12,Łukasz Gutkowski,POL,,"Individual, Men",MOP,Male,1998-03-21,0,0,23
3356,13,Sebastian Stasiak,POL,,"Individual, Men",MOP,Male,1994-09-08,0,0,26
3357,14,Pāvels Švecovs,LAT,,"Individual, Men",MOP,Male,1994-09-04,0,0,26
3358,15,Pavlo Tymoshchenko,UKR,,"Individual, Men",MOP,Male,1986-10-13,192,78,34
3359,16,Gustav Gustenau,AUT,,"Individual, Men",MOP,Male,1997-06-01,0,0,24
3360,17,Illia Palazkov,BLR,,"Individual, Men",MOP,Male,1995-08-02,0,0,25
3361,18,Justinas Kinderis,LTU,,"Individual, Men",MOP,Male,1987-05-24,184,82,34
3362,19,Fabian Liebig,GER,,"Individual, Men",MOP,Male,1994-06-18,0,0,27
3363,20,Patrick Dogue,GER,,"Individual, Men",MOP,Male,1992-03-09,197,81,29
3364,21,Luo Shuai,CHN,,"Individual, Men",MOP,Male,1997-04-16,0,0,24
3365,22,Li Shuhuan,CHN,,"Individual, Men",MOP,Male,1996-10-25,0,0,24
3366,23,Aleix Heredia,ESP,,"Individual, Men",MOP,Male,1992-01-05,0,0,29
3367,24,Ahmed Hamed,EGY,,"Individual, Men",MOP,Male,1997-06-01,0,0,24
3368,25,Amro El-Geziry,USA,,"Individual, Men",MOP,Male,1986-11-29,186,75,34
3369,26,Róbert Kasza,HUN,,"Individual, Men",MOP,Male,1986-04-05,180,71,35
3370,27,Charles Fernández,GUA,,"Individual, Men",MOP,Male,1995-12-28,181,74,25
3371,28,Shohei Iwamoto,JPN,,"Individual, Men",MOP,Male,1989-08-23,178,68,31
3372,29,Pavel Ilyashenko,KAZ,,"Individual, Men",MOP,Male,1990-06-23,181,76,31
3373,30,Alí Villamayor,ARG,,"Individual, Men",MOP,Male,1989-12-04,0,0,31
3374,31,Ed Fernon,AUS,,"Individual, Men",MOP,Male,1988-02-06,182,73,33
3375,32,Alexander Savkin,UZB,,"Individual, Men",MOP,Male,1988-03-24,0,0,33
3376,33,Duilio Carrillo,MEX,,"Individual, Men",MOP,Male,1997-03-24,0,0,24
3377,34,Esteban Bustos,CHI,,"Individual, Men",MOP,Male,1992-12-16,165,60,28
3378,35,Álvaro Sandoval,MEX,,"Individual, Men",MOP,Male,1990-11-05,0,0,30
3379,36,Lester Ders,CUB,,"Individual, Men",MOP,Male,1989-05-07,0,0,32
3380,1,Kate French,GBR,Gold,"Individual, Women",MOP,Female,1991-02-11,175,65,30
3381,2,Laura Asadauskaitė,LTU,Silver,"Individual, Women",MOP,Female,1984-02-28,160,49,37
3382,3,Sarolta Kovács,HUN,Bronze,"Individual, Women",MOP,Female,1991-03-12,167,58,30
3383,4,Alice Sotero,ITA,,"Individual, Women",MOP,Female,1991-05-28,166,53,30
3384,5,İlke Özyüksel,TUR,,"Individual, Women",MOP,Female,1997-02-26,167,53,24
3385,6,Élodie Clouvel,FRA,,"Individual, Women",MOP,Female,1989-01-14,182,69,32
3386,7,Gintarė Venčkauskaitė,LTU,,"Individual, Women",MOP,Female,1992-11-04,170,54,28
3387,8,Anastasiya Prakapenka,BLR,,"Individual, Women",MOP,Female,1985-09-20,163,57,35
3388,9,Ulyana Batashova,ROC,,"Individual, Women",MOP,Female,1994-08-16,0,0,26
3389,10,Marie Oteiza,FRA,,"Individual, Women",MOP,Female,1994-01-30,0,0,27
3390,11,Kim Se-Hui,KOR,,"Individual, Women",MOP,Female,1995-11-28,0,0,25
3391,12,Michelle Gulyás,HUN,,"Individual, Women",MOP,Female,2000-10-24,0,0,20
3392,13,Yelena Potapenko,KAZ,,"Individual, Women",MOP,Female,1993-04-20,165,53,28
3393,14,Jo Muir,GBR,,"Individual, Women",MOP,Female,1994-08-30,0,0,26
3394,15,Mayan Oliver,MEX,,"Individual, Women",MOP,Female,1993-07-11,0,0,28
3395,16,Mariana Arceo,MEX,,"Individual, Women",MOP,Female,1994-04-27,0,0,27
3396,17,Kim Seon-Wu,KOR,,"Individual, Women",MOP,Female,1996-10-07,165,57,24
3397,18,Volha Silkina,BLR,,"Individual, Women",MOP,Female,1995-05-27,0,0,26
3398,19,Haydy Adil,EGY,,"Individual, Women",MOP,Female,1999-09-20,168,58,21
3399,20,Anna Maliszewska,POL,,"Individual, Women",MOP,Female,1993-07-04,186,80,28
3400,21,Samantha Schultz,USA,,"Individual, Women",MOP,Female,1992-03-27,0,0,29
3401,22,Zhang Xiaonan,CHN,,"Individual, Women",MOP,Female,1992-07-21,168,58,29
3402,23,Rena Shimazu,JPN,,"Individual, Women",MOP,Female,1991-05-28,0,0,30
3403,24,Natalya Coyle,IRL,,"Individual, Women",MOP,Female,1990-12-11,170,60,30
3404,25,Zhang Mingyu,CHN,,"Individual, Women",MOP,Female,2001-10-03,0,0,19
3405,26,Leydi Moya,CUB,,"Individual, Women",MOP,Female,1992-04-16,170,68,29
3406,27,Marina Carrier,AUS,,"Individual, Women",MOP,Female,1996-10-19,0,0,24
3407,28,Rebecca Langrehr,GER,,"Individual, Women",MOP,Female,1998-04-04,0,0,23
3408,29,Amira Kandil,EGY,,"Individual, Women",MOP,Female,2003-02-21,0,0,18
3409,30,Alise Fakhrutdinova,UZB,,"Individual, Women",MOP,Female,1990-02-23,0,0,31
3410,31,Annika Schleu,GER,,"Individual, Women",MOP,Female,1990-04-03,175,63,31
3411,32,Gulnaz Gubaydullina,ROC,,"Individual, Women",MOP,Female,1992-02-14,164,51,29
3412,33,Elena Micheli,ITA,,"Individual, Women",MOP,Female,1999-04-29,0,0,22
3413,34,Natsumi Tomonaga-Takamiya,JPN,,"Individual, Women",MOP,Female,1991-08-22,169,53,29
3414,35,Marcela Cuaspud,ECU,,"Individual, Women",MOP,Female,1995-04-28,0,0,26
3415,36,Maria Iêda Guimarães,BRA,,"Individual, Women",MOP,Female,2000-08-30,0,0,20
3416,1,Linoy Ashram,ISR,Gold,"Individual, Women",RGY,Female,1999-05-13,0,0,22
3417,2,Dina Averina,ROC,Silver,"Individual, Women",RGY,Female,1998-08-13,0,0,22
3418,3,Alina Harnasko,BLR,Bronze,"Individual, Women",RGY,Female,2001-08-09,0,0,19
3419,4,Arina Averina,ROC,,"Individual, Women",RGY,Female,1998-08-13,0,0,22
3420,5,Boryana Kaleyn,BUL,,"Individual, Women",RGY,Female,2000-08-23,0,0,20
3421,6,Milena Baldassarri,ITA,,"Individual, Women",RGY,Female,2001-10-16,0,0,19
3422,7,Nicol Zelikman,ISR,,"Individual, Women",RGY,Female,2001-01-30,0,0,20
3423,8,Anastasiya Salos,BLR,,"Individual, Women",RGY,Female,2002-02-18,0,0,19
3424,9,Khrystyna Pohranychna,UKR,,"Individual, Women",RGY,Female,2003-05-13,0,0,18
3425,10,Viktoriya Onopriienko,UKR,,"Individual, Women",RGY,Female,2003-10-18,0,0,17
3426,11,Sumire Kita,JPN,,"Individual, Women",RGY,Female,2001-01-11,0,0,20
3427,12,Evita Griskenas,USA,,"Individual, Women",RGY,Female,2000-12-03,0,0,20
3428,13,Laura Zeng,USA,,"Individual, Women",RGY,Female,1999-10-14,160,43,21
3429,14,Katrin Taseva,BUL,,"Individual, Women",RGY,Female,1997-11-24,0,0,23
3430,15,Alexandra Agiurgiuculese,ITA,,"Individual, Women",RGY,Female,2001-01-15,0,0,20
3431,16,Jekaterina Vedenejeva,SLO,,"Individual, Women",RGY,Female,1994-06-23,0,0,27
3432,17,Salome Pazhava,GEO,,"Individual, Women",RGY,Female,1997-09-03,168,47,23
3433,18,Zohra Aghamirova,AZE,,"Individual, Women",RGY,Female,2001-08-08,155,,19
3434,19,Chisaki Oiwa,JPN,,"Individual, Women",RGY,Female,2001-11-20,0,0,19
3435,20,Fanni Pigniczki,HUN,,"Individual, Women",RGY,Female,2000-01-23,171,,21
3436,21,Alina Adilkhanova,KAZ,,"Individual, Women",RGY,Female,2001-09-26,0,0,19
3437,22,Rut Castillo,MEX,,"Individual, Women",RGY,Female,1990-09-16,0,0,30
3438,23,Lidiia Iakovleva,AUS,,"Individual, Women",RGY,Female,2003-08-28,0,0,17
3439,24,Yekaterina Fetisova,UZB,,"Individual, Women",RGY,Female,2003-01-03,0,0,18
3440,25,Habiba Marzouk,EGY,,"Individual, Women",RGY,Female,2002-05-14,0,0,19
3441,26,Marcia Alves Lopes,CPV,,"Individual, Women",RGY,Female,2001-12-06,0,0,19
3442,1,Stefanos Ntouskos,GRE,Gold,"Single Sculls, Men",ROW,Male,1997-03-29,186,73,24
3443,2,Kjetil Borch,NOR,Silver,"Single Sculls, Men",ROW,Male,1990-02-14,193,84,31
3444,3,Damir Martin,CRO,Bronze,"Single Sculls, Men",ROW,Male,1988-07-14,189,97,33
3445,4,Sverri Nielsen,DEN,,"Single Sculls, Men",ROW,Male,1993-10-14,0,0,27
3446,5,Aleksandr Vyazovkin,ROC,,"Single Sculls, Men",ROW,Male,1997-04-09,0,0,24
3447,6,Mindaugas Griškonis,LTU,,"Single Sculls, Men",ROW,Male,1986-01-17,190,92,35
3448,7,Oliver Zeidler,GER,,"Single Sculls, Men",ROW,Male,1996-07-24,0,0,25
3449,8,Gennaro Di Mauro,ITA,,"Single Sculls, Men",ROW,Male,2001-11-08,0,0,19
3450,9,Trevor Jones,CAN,,"Single Sculls, Men",ROW,Male,1997-10-01,0,0,23
3451,10,Bendegúz Pétervári-Molnár,HUN,,"Single Sculls, Men",ROW,Male,1993-03-14,190,95,28
3452,11,Ryuta Arakawa,JPN,,"Single Sculls, Men",ROW,Male,1994-08-03,0,0,26
3453,12,Luca Verthein Ferreira,BRA,,"Single Sculls, Men",ROW,Male,1998-05-12,0,0,23
3454,13,Jordan Parry,NZL,,"Single Sculls, Men",ROW,Male,1995-10-05,0,0,25
3455,14,Abdelkhalek El-Banna,EGY,,"Single Sculls, Men",ROW,Male,1988-07-04,193,95,33
3456,15,Quentin Antognelli,MON,,"Single Sculls, Men",ROW,Male,1994-08-15,0,0,26
3457,16,Jan Fleissner,CZE,,"Single Sculls, Men",ROW,Male,1998-02-01,0,0,23
3458,17,Álvaro Torres,PER,,"Single Sculls, Men",ROW,Male,1993-06-11,0,0,28
3459,18,Dara Alizadeh,BER,,"Single Sculls, Men",ROW,Male,1993-08-27,0,0,27
3460,19,Vladislav Yakovlev,KAZ,,"Single Sculls, Men",ROW,Male,1993-01-01,188,85,28
3461,20,Peter Purcell Gilpin,ZIM,,"Single Sculls, Men",ROW,Male,1994-07-04,0,0,27
3462,21,Onat Kazaklı,TUR,,"Single Sculls, Men",ROW,Male,1993-05-09,0,0,28
3463,22,Mohammed Riyadh,IRQ,,"Single Sculls, Men",ROW,Male,1994-02-20,181,75,27
3464,23,Cris Nievarez,PHI,,"Single Sculls, Men",ROW,Male,2000-04-04,0,0,21
3465,24,Husein Ali Reza,KSA,,"Single Sculls, Men",ROW,Male,1993-08-27,0,0,27
3466,25,Ignacio Vásquez,DOM,,"Single Sculls, Men",ROW,Male,1998-12-04,0,0,22
3467,26,Félix Potoy,NCA,,"Single Sculls, Men",ROW,Male,1995-03-15,0,0,26
3468,27,Privel Hinkati,BEN,,"Single Sculls, Men",ROW,Male,1988-12-08,0,0,32
3469,28,Franck Ndri,CIV,,"Single Sculls, Men",ROW,Male,1997-01-09,0,0,24
3470,29,Al-Hussein Gambour,LBA,,"Single Sculls, Men",ROW,Male,1989-08-21,175,68,31
3471,30,Riilio Rii,VAN,,"Single Sculls, Men",ROW,Male,1994-06-22,0,0,27
3472,31,Abdul Rahman Al-Fadhel,KUW,,"Single Sculls, Men",ROW,Male,1994-07-09,0,0,27
3473,DNS r2/5,Finn Florijn,NED,,"Single Sculls, Men",ROW,Male,1999-11-29,0,0,21
3474,1,Emma Twigg,NZL,Gold,"Single Sculls, Women",ROW,Female,1987-03-01,182,76,34
3475,2,Anna Prakaten,ROC,Silver,"Single Sculls, Women",ROW,Female,1992-09-06,0,0,28
3476,3,Magdalena Lobnig,AUT,Bronze,"Single Sculls, Women",ROW,Female,1990-07-19,180,71,31
3477,4,Victoria Thornley,GBR,,"Single Sculls, Women",ROW,Female,1987-11-30,193,76,33
3478,5,Jeannine Gmelin,SUI,,"Single Sculls, Women",ROW,Female,1990-06-20,170,72,31
3479,6,Jiang Yan,CHN,,"Single Sculls, Women",ROW,Female,1989-01-10,178,70,32
3480,7,Sophie Souwer,NED,,"Single Sculls, Women",ROW,Female,1987-06-29,185,77,34
3481,8,Carling Zeeman,CAN,,"Single Sculls, Women",ROW,Female,1991-05-27,187,85,30
3482,9,Kara Kohler,USA,,"Single Sculls, Women",ROW,Female,1991-01-20,188,82,30
3483,10,Anneta Kyridou,GRE,,"Single Sculls, Women",ROW,Female,1998-10-30,0,0,22
3484,11,Nazanin Malaei,IRI,,"Single Sculls, Women",ROW,Female,1992-01-28,0,0,29
3485,12,Sanita Pušpure,IRL,,"Single Sculls, Women",ROW,Female,1981-12-21,180,72,39
3486,13,Tatsiana Klimovich,BLR,,"Single Sculls, Women",ROW,Female,1995-01-19,0,0,26
3487,14,Lovisa Claesson,SWE,,"Single Sculls, Women",ROW,Female,1995-02-21,0,0,26
3488,15,Jovana Arsić,SRB,,"Single Sculls, Women",ROW,Female,1992-09-10,0,0,28
3489,16,Kenia Lechuga,MEX,,"Single Sculls, Women",ROW,Female,1994-06-26,162,59,27
3490,17,Milena Venega,CUB,,"Single Sculls, Women",ROW,Female,1997-03-05,0,0,24
3491,18,Maike Diekmann,NAM,,"Single Sculls, Women",ROW,Female,1994-07-19,0,0,27
3492,19,Felice Chow,TTO,,"Single Sculls, Women",ROW,Female,1977-06-15,175,70,44
3493,20,Huang Yi-Ting,TPE,,"Single Sculls, Women",ROW,Female,1990-01-16,170,65,31
3494,21,Alejandra Alonso,PAR,,"Single Sculls, Women",ROW,Female,1996-10-01,0,0,24
3495,22,Verónica Toro,PUR,,"Single Sculls, Women",ROW,Female,1994-08-05,0,0,26
3496,23,Winne Hung,HKG,,"Single Sculls, Women",ROW,Female,1999-04-10,0,0,22
3497,24,Jeong Hye-Jeong,KOR,,"Single Sculls, Women",ROW,Female,1997-01-05,0,0,24
3498,25,Tala Abujbara,QAT,,"Single Sculls, Women",ROW,Female,1992-07-22,0,0,29
3499,26,Kathleen Noble,UGA,,"Single Sculls, Women",ROW,Female,1994-12-20,0,0,26
3500,27,Evidelia González,NCA,,"Single Sculls, Women",ROW,Female,1997-11-20,0,0,23
3501,28,Joan Poh,SGP,,"Single Sculls, Women",ROW,Female,1991-04-14,0,0,30
3502,29,Sarah Fraincart,MAR,,"Single Sculls, Women",ROW,Female,1999-07-06,0,0,22
3503,30,Esther Toko,NGR,,"Single Sculls, Women",ROW,Female,2000-03-28,0,0,21
3504,31,Claire Ayivon,TOG,,"Single Sculls, Women",ROW,Female,1996-08-11,0,0,24
3505,32,Esraa Khojaly,SUD,,"Single Sculls, Women",ROW,Female,1992-04-26,0,0,29
3506,1,Kiran Badloe,NED,Gold,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1994-09-13,0,0,26
3507,2,Thomas Goyard,FRA,Silver,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1992-01-15,0,0,29
3508,3,Bi Kun,CHN,Bronze,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1995-11-12,0,0,25
3509,4,Yoav Cohen,ISR,,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1999-08-30,0,0,21
3510,5,Mattia Camboni,ITA,,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1996-04-26,180,70,25
3511,6,Piotr Myszka,POL,,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1981-07-25,186,74,40
3512,7,Tom Squires,GBR,,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1993-08-03,0,0,27
3513,8,Mateo Sanz Lanz,SUI,,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1993-11-06,172,64,27
3514,9,Pedro Pascual,USA,,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1996-03-15,185,70,25
3515,10,Ángel Granda,ESP,,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1997-08-19,0,0,23
3516,11,Vyron Kokkalanis,GRE,,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1985-08-19,186,75,35
3517,12,Andreas Kariolou,CYP,,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1982-11-24,181,74,38
3518,13,Michael Cheng,HKG,,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1994-04-30,182,74,27
3519,14,Endre Funnemark,NOR,,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1998-02-25,190,,23
3520,15,Juozas Bernotas,LTU,,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1989-04-23,186,80,32
3521,16,Makoto Tomizawa,JPN,,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1984-07-19,181,73,37
3522,17,Cho Won-Wu,KOR,,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1994-10-29,0,0,26
3523,18,Mikita Tsirkun,BLR,,"Windsurfer (Neil Pryde RS:X), Men",SAI,Male,1997-03-24,184,72,24
